baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSEMBL	ENTREZID
Sh2d2a	8645.5357976333	-0.64165305389037	0.126903122159169	-5.05624324266486	4.2759588968921e-07	3.22177056885062e-05	ENSMUSG00000028071	27371
Nrros	1109.79371768491	-0.810907155840018	0.160775405143144	-5.04372640279177	4.56551984829937e-07	3.40255291737659e-05	ENSMUSG00000052384	224109
Ublcp1	372.354596596676	1.12084414612596	0.222201668761007	5.04426520455842	4.55267490515018e-07	3.40255291737659e-05	ENSMUSG00000041231	79560
Cast	2704.15303515641	0.612900379271587	0.122029024466339	5.02257870168135	5.0982295192632e-07	3.77902818365709e-05	ENSMUSG00000021585	12380
Ppm1j	291.626538758876	-1.15884098708368	0.230821063542406	-5.0205166257315	5.15326903181351e-07	3.79928915232573e-05	ENSMUSG00000002228	71887
Zfp280b	483.327957380807	1.03766154430517	0.206743955419654	5.01906593689233	5.19233269370025e-07	3.80761808709687e-05	ENSMUSG00000049764	64453
Lbr	6962.28194041027	0.585921166413543	0.116883934268193	5.01284603467517	5.36308093575873e-07	3.91191111021593e-05	ENSMUSG00000004880	98386
Rab4a	131.211023880898	-1.75553073421785	0.350389740845715	-5.01022298763836	5.43670034965343e-07	3.94462814258188e-05	ENSMUSG00000019478	19341
Myo18a	455.153351449233	1.23827165477404	0.247375811472745	5.00562948091821	5.56797695757641e-07	4.01861410627607e-05	ENSMUSG00000000631	360013
Calcoco1	311.382580897361	-1.38530686846471	0.277025831531249	-5.00064149544279	5.71398752081416e-07	4.10240371062432e-05	ENSMUSG00000023055	67488
Siah2	925.343999771127	-0.786480571140001	0.157447157590208	-4.99520336332138	5.87738000461419e-07	4.19773500017054e-05	ENSMUSG00000036432	20439
Plek	7715.16687246414	0.657188415196941	0.131808647508136	4.98592791612078	6.16651338728068e-07	4.3814195896259e-05	ENSMUSG00000020120	56193
Hmgb2	4692.11956061407	0.591934762324813	0.119140409804092	4.96837943816172	6.7514755444035e-07	4.77231877012398e-05	ENSMUSG00000054717	97165
Gm4759	760.6719134762	-1.02721374875519	0.207059089964448	-4.96096910757	7.01423477501477e-07	4.93262571639885e-05	NA	NA
Mndal	1623.50704490764	0.709729892726481	0.143830897180722	4.9344744880143	8.03668490711757e-07	5.59672024069707e-05	ENSMUSG00000090272	100040462
Tfr2	28.457296654875	-8.19915990169929	1.66163633484987	-4.93438890913521	8.04020919869703e-07	5.59672024069707e-05	ENSMUSG00000029716	50765
Pogk	243.76847970975	1.27026705916443	0.257677942294738	4.92966936887236	8.23688990322457e-07	5.70467026479386e-05	ENSMUSG00000040596	71592
Rab8b	2986.1533054687	0.622772739679353	0.126427834370437	4.92591479384683	8.39665836906102e-07	5.7860993072831e-05	ENSMUSG00000036943	235442
Igkv4-57-1	50.8522305169023	-21.6956070447576	4.4084057028484	-4.92141796993399	8.59194139312589e-07	5.89106461619676e-05	ENSMUSG00000076555	384514
Sept7	8148.75476507744	0.686504736949914	0.139708354250144	4.91384169997985	8.93088682782682e-07	6.0929975656711e-05	NA	NA
Cd48	9746.17843220746	0.576259779294465	0.117389575438585	4.90895189919098	9.15644309195135e-07	6.21595564950143e-05	ENSMUSG00000015355	12506
Pls1	112.360380431768	-1.88797881277846	0.351479987776278	-5.37151154671198	7.80793676110896e-08	6.71624747591249e-05	ENSMUSG00000049493	102502
Car2	194.43474086119	-1.85109219082987	0.378812357076292	-4.88656760068961	1.02609106381742e-06	6.93142204833904e-05	ENSMUSG00000027562	12349
Rap1gap2	358.221560430439	1.18826436439139	0.243478643451038	4.88036382801	1.05890307873827e-06	7.10149387036443e-05	ENSMUSG00000038807	380711
Sun1	1686.1513399609	0.73601409290091	0.150826962685749	4.8798575519578	1.06162491316613e-06	7.10149387036443e-05	ENSMUSG00000036817	77053
Polg	605.336562176598	0.851598475306451	0.174615825160852	4.87698336918763	1.07720513591983e-06	7.13632747271066e-05	ENSMUSG00000039176	18975
Crybg1	1815.54775379898	0.732167805979226	0.150241680145297	4.8732668941878	1.09767769527294e-06	7.2367568438836e-05	ENSMUSG00000019866	11630
Cltc	2756.20213661153	0.624534210915165	0.128340727009985	4.86621998694596	1.13752897214177e-06	7.36296264477932e-05	ENSMUSG00000047126	67300
H1f0	817.867514643799	0.860615678656199	0.176859927590343	4.86608634517608	1.13829802427858e-06	7.36296264477932e-05	ENSMUSG00000096210	14958
Ripk3	1059.91007263068	0.765695555827688	0.157292209439333	4.86798143758681	1.12743917061236e-06	7.36296264477932e-05	ENSMUSG00000022221	56532
Stoml1	531.081871774186	-0.931123307570345	0.191344226120795	-4.8662210846254	1.13752265752915e-06	7.36296264477932e-05	ENSMUSG00000032333	69106
Gbp3	1233.18856255997	0.780348556702808	0.160514543333406	4.86154425946276	1.16473530991071e-06	7.49859873465053e-05	ENSMUSG00000028268	55932
H2-Ab1	152.286051293071	-1.98827658436211	0.409616614336231	-4.85399399041476	1.20999404279063e-06	7.75357397606911e-05	ENSMUSG00000073421	14961
Anapc1	1408.59279472133	0.852415118320558	0.175712339889048	4.85119667098401	1.22718781861235e-06	7.78401198239664e-05	ENSMUSG00000014355	17222
Azin1	1489.3018977802	0.696843134866986	0.143665458990797	4.85045702538439	1.23177320803622e-06	7.78401198239664e-05	ENSMUSG00000037458	54375
Pim2	1292.98469558453	-0.779393766500279	0.160678547326094	-4.85063986120384	1.23063819691875e-06	7.78401198239664e-05	ENSMUSG00000031155	18715
Gnptab	2400.2869659782	0.628800196797364	0.129913184708321	4.84015689561561	1.29736662149684e-06	8.12364770803019e-05	ENSMUSG00000035311	432486
Rpl18a-ps1	259.660375213569	-1.19429556944952	0.246717970226098	-4.84073198379119	1.29361744420761e-06	8.12364770803019e-05	ENSMUSG00000059033	665366
AW112010	25233.6942531558	0.557245163994224	0.115153161048655	4.83916515117441	1.30385667574163e-06	8.12717572474774e-05	ENSMUSG00000075010	107350
Tubb3	234.766224626609	1.26913090459492	0.262442851377237	4.83583720392774	1.32586402363832e-06	8.22695626975219e-05	ENSMUSG00000062380	22152
Cxcr5	256.412872290612	-1.55800973251214	0.32266848738999	-4.82851531339369	1.37554757877736e-06	8.45869235326188e-05	ENSMUSG00000047880	12145
Gm6436	2359.68508426792	-0.666536055610645	0.138021051376145	-4.82923473604147	1.37058762501928e-06	8.45869235326188e-05	NA	623505
Itgb5	70.002161089465	2.25617208634578	0.468075791906263	4.82009991834315	1.43486337900305e-06	8.78405424833429e-05	ENSMUSG00000022817	16419
Glrx5	1232.89314675253	-0.6971676408309	0.144769506205703	-4.81570780410272	1.46679028063696e-06	8.93959783038875e-05	ENSMUSG00000021102	73046
Rbl1	1110.93882397595	0.764998689758849	0.159277531021083	4.80292910653914	1.5636125765513e-06	9.48753064701239e-05	ENSMUSG00000027641	19650
Lad1	234.759837914375	-1.55925573343119	0.325083111441087	-4.79648335626861	1.61475367463188e-06	9.75467715428501e-05	ENSMUSG00000041782	16763
Gpsm2	1355.18477092475	0.654710902955197	0.136730254222758	4.78833968880475	1.68166822466265e-06	0.000101143492828066	ENSMUSG00000027883	76123
Itgam	102.741118526365	1.74557193152058	0.365002047093843	4.78236203171701	1.7324729354425e-06	0.000103744110758615	ENSMUSG00000030786	16409
Ppp3r1	950.701045998273	0.789599208148363	0.165227458655111	4.77886190694574	1.76290216292842e-06	0.000105107292870598	ENSMUSG00000033953	19058
Gimap9	1764.14549062026	0.653561148293752	0.136796395330956	4.77761966397264	1.77382490126214e-06	0.000105300696411289	ENSMUSG00000051124	317758
Entpd1	391.116006620924	1.21995930131272	0.255407136726161	4.77652784863533	1.78347863938451e-06	0.000105417424921896	ENSMUSG00000048120	12495
Ica1l	119.953802909884	-1.79322975825482	0.375498867652983	-4.77559298504205	1.79178472785907e-06	0.000105453836794556	ENSMUSG00000026018	70375
Rpp21	1074.68386775716	-0.752041200186961	0.15760624524986	-4.77164593950397	1.82726508760903e-06	0.000107082419428986	ENSMUSG00000024446	67676
Id2	4934.22307345061	0.572055678583753	0.120093169538416	4.76343226498622	1.90327518029135e-06	0.000111062181052491	ENSMUSG00000020644	15902
Eri1	1782.65227414306	0.688199153183572	0.144540201462593	4.7612992525244	1.92350574948811e-06	0.000111767094672587	ENSMUSG00000031527	67276
Jak2	2080.14664344251	0.641654834037627	0.134834897926869	4.75881870274893	1.94729239337692e-06	0.000112671816837037	ENSMUSG00000024789	16452
Car5b	762.219795950572	0.790120576963071	0.16637593611678	4.74900755123916	2.04417310778573e-06	0.000117780444651537	ENSMUSG00000031373	56078
Ifi203	1951.22958547421	0.753156386969212	0.158919881383353	4.73922067153081	2.14541760620812e-06	0.000123096701397205	ENSMUSG00000039997	15950
Rps19-ps2	254.801094516827	-1.16512216363358	0.246730143098464	-4.72225302106119	2.33246251126245e-06	0.000133271076737258	ENSMUSG00000094974	667525
Gm10039	1598.27210193079	-0.718411928883547	0.152234735684185	-4.71910648811393	2.36882801072457e-06	0.000134787296726415	NA	100041835
Tnfrsf26	378.271356327803	-1.06980022693688	0.226783643976298	-4.71727241074181	2.39027550680109e-06	0.00013544565299489	ENSMUSG00000045362	244237
Pclaf	3663.25963574289	0.70265125370651	0.149169431896499	4.71042387688412	2.47202119851721e-06	0.000139501344424965	ENSMUSG00000040204	68026
Rps19-ps1	254.367669864087	-1.16195606154652	0.247119950551874	-4.70199212549052	2.57635438391723e-06	0.000144793228142037	ENSMUSG00000096681	100043269
Ttc39b	1374.0170596583	0.72681363341048	0.154646055065918	4.69985240231749	2.60349590305282e-06	0.000145721384973728	ENSMUSG00000038172	69863
Rps14	5887.1734747364	-0.572297844253014	0.121839012366613	-4.69716417702873	2.63798408486875e-06	0.000147051527462623	ENSMUSG00000024608	20044
Bcl2l11	813.652526360225	-0.820897594060234	0.17495544240587	-4.69203805707214	2.70496792818764e-06	0.000150175000806628	ENSMUSG00000027381	12125
Sh3bp5	276.015053352766	-1.15155409340811	0.245547940619383	-4.68973223926605	2.73562788705653e-06	0.000151264779093574	ENSMUSG00000021892	24056
Ywhaz	6644.58617242725	0.576101342737899	0.122875500032643	4.68849642593401	2.75219721464486e-06	0.000151569800820984	ENSMUSG00000022285	22631
Acot11	141.577376561572	1.58677351016469	0.338786860785613	4.6836925921068	2.81752469615636e-06	0.000154546864633569	ENSMUSG00000034853	329910
Ncald	703.54844025838	0.80568345906308	0.172142164841708	4.68033767208598	2.86402803437527e-06	0.000156471778627044	ENSMUSG00000051359	52589
Mllt3	1259.39597464417	0.685426239281779	0.146485172487999	4.67915098600121	2.88065260166754e-06	0.000156755512407408	ENSMUSG00000028496	70122
Mmd	452.036395113497	0.949788051118224	0.203574538371771	4.66555424226829	3.07786287083364e-06	0.00016682503378554	ENSMUSG00000003948	67468
Btg1	2931.56879934724	-0.631884540745079	0.135581221855649	-4.66056089550393	3.15348842090618e-06	0.000168921041858932	ENSMUSG00000036478	12226
Chchd10	428.061742769393	1.00513006523492	0.215605755651808	4.66188883592771	3.13320424049175e-06	0.000168921041858932	ENSMUSG00000049422	103172
Rps15	2475.08557672975	-0.682258283958856	0.146376681549845	-4.66097657587988	3.1471254327071e-06	0.000168921041858932	ENSMUSG00000063457	20054
Mxd4	353.584330726591	-1.07664000537662	0.231118169240419	-4.65839621746331	3.1868239803745e-06	0.000170042479544263	ENSMUSG00000037235	17122
Tuba1a	1947.65334885061	0.593894719151411	0.1275595866216	4.65582191727522	3.22690769813076e-06	0.000171513896373904	ENSMUSG00000072235	22142
Frmd4b	531.77382061589	0.995671671947784	0.214082369766827	4.65088121470369	3.30519671755179e-06	0.000174996766748215	ENSMUSG00000030064	232288
S100a8	19.987844834575	-20.5026241897413	4.4099782460473	-4.64914406507969	3.33315346678322e-06	0.000175124649386967	ENSMUSG00000056054	20201
Ube3c	823.245181799085	0.832784533441127	0.179098493893427	4.64986899296137	3.32145940617659e-06	0.000175124649386967	ENSMUSG00000039000	100763
Tnfsf4	137.612258876969	-1.59248969109627	0.342856558720411	-4.64476951247387	3.404563342917e-06	0.00017819380580695	ENSMUSG00000026700	22164
Cmah	699.198912656347	-0.774110504961742	0.166715560936464	-4.64330084494487	3.42886501675238e-06	0.000178614323631045	ENSMUSG00000016756	12763
Slc25a24	966.593507177186	0.706442556752368	0.152161601354996	4.64271242193503	3.43864810315729e-06	0.000178614323631045	ENSMUSG00000040322	229731
Crlf2	766.70361450291	-0.85621036366509	0.18451889389745	-4.64023139083496	3.48019272128464e-06	0.000180090123724439	ENSMUSG00000033467	57914
Ankrd44	1377.52965418179	0.693598477093459	0.149593100020657	4.636567308236	3.54242877093368e-06	0.000182621525322608	ENSMUSG00000052331	329154
Ptpra	1803.23372347294	0.621032492185608	0.134059297026513	4.63252087665941	3.61239894768376e-06	0.000185531186402949	ENSMUSG00000027303	19262
Mad2l1	2023.50566990917	0.678147646436944	0.146613038998885	4.6254252082047	3.73830687016298e-06	0.00019128135115875	ENSMUSG00000029910	56150
Morc2a	324.008700413832	1.06543140769465	0.230459266730682	4.62307904910472	3.78085558160479e-06	0.000192739303310582	ENSMUSG00000034543	74522
Ckap5	1429.43160190255	0.763731401377954	0.165542318201702	4.61351157622063	3.95922201420111e-06	0.000201084486965703	ENSMUSG00000040549	75786
Gimap7	3180.9693462183	0.566519004168759	0.122825406969723	4.61239264860249	3.9806014049814e-06	0.000201424306518487	ENSMUSG00000043931	231932
Tnfaip3	1980.4450028486	0.734310088715181	0.159238081960506	4.61139747273083	3.99970919706689e-06	0.000201647103747714	ENSMUSG00000019850	21929
Igha	126.531659903792	-10.3394258378022	2.24346934707559	-4.60867711488008	4.05239083451965e-06	0.000203554708841641	ENSMUSG00000095079	238447
Casp3	4147.31748255107	0.578815824292157	0.125742597259518	4.6031801227833	4.16088066999524e-06	0.000208241447546149	ENSMUSG00000031628	12367
S100a9	16.8647440791726	-20.2657984029758	4.41045767238535	-4.5949422731939	4.32869086860489e-06	0.000215852137749741	ENSMUSG00000056071	20202
Ncapd3	1041.53628639814	0.701034802353873	0.152633083133257	4.59294137262386	4.37041873594529e-06	0.000217143304804412	ENSMUSG00000035024	78658
Smpdl3b	1398.78313587766	0.68816712960188	0.150268564369291	4.57958144799122	4.65907334686974e-06	0.000230649360309115	ENSMUSG00000028885	100340
Bicral	251.347832395954	1.14244967766505	0.249513948755052	4.57870064325178	4.67873232586401e-06	0.000230789411455299	ENSMUSG00000036568	210982
Mbd3	1267.53273687032	-0.712624522302315	0.155902224909749	-4.57097082940831	4.85469864227024e-06	0.000238611048320616	ENSMUSG00000035478	17192
Rps18	2224.69054272706	-0.713393430879796	0.156193838546419	-4.56735961878408	4.93906237924058e-06	0.000241890580023307	ENSMUSG00000008668	20084
Mtmr1	2322.40916837401	0.637706879555433	0.13989644951057	4.55842075897181	5.15397032908732e-06	0.000251517420365745	ENSMUSG00000015214	53332
Dek	3321.18593874818	0.599130783906156	0.131615620836284	4.55212519683672	5.31067153296289e-06	0.000257349921681392	ENSMUSG00000021377	110052
Dbf4	1097.8737994038	0.755741924342088	0.166070117475954	4.55073998759297	5.34575754970173e-06	0.000258121032672746	ENSMUSG00000002297	27214
Ifi47	3939.99927843105	0.538592908388172	0.118603453382026	4.54112332339385	5.59552870533807e-06	0.000269233281180003	ENSMUSG00000078920	15953
Cd320	129.480369419588	-1.51894325692099	0.335209285158966	-4.53132811103565	5.86140185707004e-06	0.000281039872958047	ENSMUSG00000002308	54219
Gsto1	2370.17349134553	0.618343522676786	0.136831120370978	4.51902696550554	6.21244829550815e-06	0.000295803137070497	ENSMUSG00000025068	14873
Rpph1	89.9257304124426	-1.89403545973244	0.41912446136987	-4.51902867597363	6.21239811232112e-06	0.000295803137070497	ENSMUSG00000092837	85029
Pdp1	189.768051535586	1.32249983965373	0.292833186896224	4.51622254182004	6.29525068472966e-06	0.000298708555846705	ENSMUSG00000049225	381511
C1galt1	636.203963587854	1.14311057987573	0.2535761284681	4.5079581693335	6.54544763593442e-06	0.000307389463806742	ENSMUSG00000042460	94192
Nbeal2	1423.88692305913	0.833881621902913	0.184965003082026	4.50832107700456	6.53426400647515e-06	0.000307389463806742	ENSMUSG00000056724	235627
Samsn1	892.30695034176	0.717633074909641	0.159177700696343	4.50837693829139	6.53254416840977e-06	0.000307389463806742	ENSMUSG00000022876	67742
Ppp1r14b	366.958743653837	-0.968472881581656	0.215225242832909	-4.49981084390522	6.80139566779402e-06	0.000318319245025459	ENSMUSG00000056612	18938
Tanc2	55.5631179868117	2.43212546905923	0.540952753886551	4.49600348937183	6.92426002756597e-06	0.000322967271285755	ENSMUSG00000053580	77097
Asf1b	2112.48818279411	0.59242615461583	0.131825112139497	4.4940311068268	6.98874126500095e-06	0.000324528906465724	ENSMUSG00000005470	66929
Hid1	209.314398211301	-1.33287094448603	0.29661973116858	-4.49353432839742	7.00507229007908e-06	0.000324528906465724	ENSMUSG00000034586	217310
1110038B12Rik	133.564851476155	-1.47273748786068	0.328557802091083	-4.48243042316312	7.37977071746232e-06	0.000340736686358791	ENSMUSG00000092203	68763
Anxa2	12775.8247762504	0.462271628264309	0.10321085698277	4.47890504718396	7.50268958186563e-06	0.000345249604819206	ENSMUSG00000032231	12306
Car1	389.359259637794	-1.48392173266844	0.331692278488899	-4.47379040425297	7.68450701408277e-06	0.000352433594261261	ENSMUSG00000027556	12346
Eomes	657.958159420754	-0.937907709873635	0.210016392212664	-4.46587859162871	7.97408232335876e-06	0.000362917229199367	ENSMUSG00000032446	13813
Klk8	279.561171383677	-1.11918088976776	0.250634802459471	-4.46538500952491	7.99248911384881e-06	0.000362917229199367	ENSMUSG00000064023	259277
Rps21	1071.69137218104	-0.729522199222927	0.163354579018247	-4.46588154190301	7.97397242290731e-06	0.000362917229199367	ENSMUSG00000039001	66481
Nedd9	1502.44104310776	0.682770581527578	0.153215381986791	4.45627960243863	8.33942516854159e-06	0.000377420915301026	ENSMUSG00000021365	18003
1600014C10Rik	799.762367731916	-0.705999010688108	0.15851039593352	-4.453960300397	8.43006944853477e-06	0.000380170705657004	ENSMUSG00000054676	72244
Themis2	883.191961286536	0.683341571529599	0.153445747879733	4.45331057374875	8.45563080473902e-06	0.000380170705657004	ENSMUSG00000037731	230787
Plk4	1030.6577599712	0.66577182708994	0.149557946997525	4.45159779507377	8.52336996033746e-06	0.000381963961653946	ENSMUSG00000025758	20873
Gm9843	2771.3440756383	-0.717026261457752	0.161137146073457	-4.4497887602582	8.59547903482361e-06	0.00038394072965647	NA	100039316
Glipr1	810.085726423711	0.787860364864142	0.177269803547949	4.44441382060332	8.81318257088032e-06	0.000392386924008058	ENSMUSG00000056888	73690
Il16	1434.33190393638	-0.620630079465486	0.139813050185936	-4.43899964016316	9.03779677002349e-06	0.000401085136269683	ENSMUSG00000001741	16170
Ccl5	12308.8335086597	0.528758306364038	0.119369836574755	4.42958055013255	9.44165437557986e-06	0.000417656149846215	ENSMUSG00000035042	20304
Stk10	2301.7851672564	0.590768775572597	0.133519119286321	4.42460060199875	9.66208707185271e-06	0.000426032797480117	ENSMUSG00000020272	20868
Rplp0	7788.60860486423	-0.655763494599304	0.148232736197499	-4.4238776900508	9.69449184553587e-06	0.000426091559864851	ENSMUSG00000067274	11837
