Nf1	Nf2	Nf3	Rx1	Rx2	Rx3
BC037032	3	5	6	12	28	30
BC037034	371	382	382	175	147	323
BC037704	32	30	61	33	30	39
BC039771	184	219	155	124	94	169
BC039966	0	0	0	0	0	0
BC048403	99	92	107	92	77	130
BC048502	0	3	0	1	0	0
BC048507	0	0	0	3	1	4
BC048546	84	191	76	281	446	869
BC048562	0	0	0	0	0	0
BC048602	3	1	0	0	0	1
BC048609	3	3	3	5	2	3
BC048644	0	1	0	2	1	0
BC048671	3	0	0	0	5	1
BC048679	0	0	0	0	0	2
BC049352	12	5	21	10	17	15
BC049635	18	59	15	39	58	146
BC049715	28	22	45	108	107	251
BC049730	0	0	0	0	0	0
BC049762	0	0	3	0	1	1
BC051019	5	0	0	2	0	0
BC051142	84	102	79	43	32	120
BC051226	6	9	33	25	1	9
BC051537	0	0	1	0	0	0
BC051628	5	5	0	0	1	0
BC051665	0	0	0	0	0	0
BC052040	137	265	184	138	145	194
BC052688	44	94	46	74	66	112
BC053393	0	0	0	0	0	0
BC053749	193	357	246	286	167	280
BC055111	8	18	6	15	7	17
BC055324	81	73	75	69	54	60
BC055402	1	0	0	0	0	0
BC061194	11	41	8	9	5	18
BC061195	0	0	0	0	0	0
BC061212	0	0	0	0	0	0
BC061237	0	0	0	0	0	0
BC064078	169	172	235	47	61	83
BC065397	136	147	131	118	92	193
BC068157	41	54	24	50	95	156
BC068281	100	189	122	85	101	106
BC080695	0	0	0	0	0	0
BC089491	1	12	0	3	2	1
BC089597	0	0	0	3	0	0
BC094916	6	1	29	0	0	0
Bc1	13	18	14	12	9	6
BC100451	133	148	112	116	88	162
BC100530	0	0	0	0	0	0
BC107364	0	0	0	3	1	8
BC117090	0	0	0	0	0	0
BC147527	36	26	152	3	0	13
Bcam	323	651	325	517	478	1020
Bcan	32	99	43	143	126	355
Bcap29	202	271	234	231	250	328
Bcap31	785	757	1067	910	940	830
Bcar1	357	405	324	301	286	378
Bcar3	114	132	126	154	123	180
Bcas1	992	766	1061	1389	1230	1566
Bcas1os2	216	105	130	191	151	302
Bcas2	466	532	485	454	406	409
Bcas3	417	533	395	436	383	538
Bcas3os1	241	336	220	221	168	326
Bcas3os2	11	33	38	13	27	28
Bcat1	113	270	103	189	150	458
Bcat2	52	116	87	95	85	47
Bccip	179	247	164	201	230	222
Bcdin3d	22	31	33	17	35	32
Bche	650	689	949	635	1092	599
Bckdha	57	75	46	82	100	33
Bckdhb	172	120	148	199	217	107
Bckdk	444	457	377	384	524	512
Bcl10	255	287	320	232	163	256
Bcl11a	200	139	459	41	34	92
Bcl11b	24	52	57	45	84	86
Bcl2	7128	7722	7189	5166	3856	5853
Bcl2a1a	13	5	18	2	0	0
Bcl2a1b	35	19	118	4	1	11
Bcl2a1c	0	0	0	0	0	0
Bcl2a1d	25	10	20	3	0	4
Bcl2l1	238	619	263	282	124	178
Bcl2l10	0	0	0	0	3	0
Bcl2l11	1154	1139	1002	349	335	460
Bcl2l12	21	35	25	11	22	10
Bcl2l13	429	584	498	643	911	701
Bcl2l14	0	7	27	4	4	10
Bcl2l15	19	46	2	12	38	41
Bcl2l2	1067	1196	1351	1225	1212	1622
Bcl3	115	178	168	65	52	65
Bcl6	1381	2235	1527	1348	1331	1088
Bcl6b	31	25	81	22	59	59
Bcl7a	107	180	113	189	142	231
Bcl7b	108	91	161	99	130	177
Bcl7c	36	69	51	46	17	42
Bcl9	1081	1367	1418	792	673	1178
Bcl9l	582	845	618	547	513	527
Bclaf1	6946	7916	6846	4632	4058	6249
Bcmo1	8	24	10	6	9	18
Bco2	60	62	130	9	13	8
Bcor	733	944	840	494	438	692
Bcorl1	346	378	270	259	230	378
Bcr	520	656	607	457	449	904
Bcs1l	57	80	60	81	98	53
Bdh1	46	88	13	29	52	60
Bdh2	45	46	37	11	4	20
Bdkrb1	2	0	0	0	0	1
Bdkrb2	0	7	0	4	1	3
Bdnf	49	145	54	91	81	173
Bdp1	2252	2418	2470	1730	1528	2231
Bean1	291	667	365	1030	1045	2092
Becn1	344	443	390	256	201	299
Becn2	0	0	0	0	0	0
Begain	51	60	59	15	19	82
Bend3	252	305	289	257	287	307
Bend4	604	974	581	546	541	1075
Bend5	4	14	4	18	27	38
Bend6	103	150	127	261	346	606
Bend7	51	57	42	40	67	48
Best1	149	189	145	85	59	47
Best2	11	0	1	1	1	0
Best3	4	37	5	55	130	63
Bet1	358	357	372	263	228	225
Bet1l	85	167	125	86	84	81
Bex1	4	40	2	10	36	41
Bex2	44	77	29	193	179	469
Bex4	0	4	0	1	2	7
Bex6	4	2	10	0	0	1
Bfar	508	907	650	701	549	615
Bfsp1	14	31	16	4	8	5
Bfsp2	1	0	0	16	7	5
Bglap	1	6	0	6	5	9
Bglap2	0	2	0	0	0	2
Bglap3	2	3	3	6	10	8
Bgn	22853	41634	31926	7827	4007	6624
Bhlha15	11	0	10	15	0	4
Bhlha9	0	0	0	5	3	31
Bhlhb9	317	399	164	262	258	453
Bhlhe22	97	72	162	71	41	50
Bhlhe23	0	0	0	0	0	0
Bhlhe40	2131	2604	2586	1335	1595	1368
Bhlhe41	1531	2198	1472	1407	1640	1760
Bhmt	0	0	0	0	0	0
Bhmt2	0	0	0	0	1	13
Bicc1	1327	1773	1425	498	365	471
Bicd1	1780	2416	1515	2173	1910	3088
Bicd2	900	1059	954	999	819	1076
Bid	79	60	69	45	62	114
Bik	1	0	3	0	1	4
Bin1	192	233	336	189	386	323
Bin2	656	724	1174	69	25	212
Bin3	158	201	193	89	54	197
Birc2	640	900	815	580	568	736
Birc3	869	841	1074	438	330	481
Birc5	175	192	171	86	74	92
Birc6	7030	7103	7086	5264	4936	5960
Birc7	2	7	8	0	2	6
Bivm	450	566	425	366	444	507
Blcap	473	508	410	442	425	541
Blk	2	0	16	0	1	0
Blm	225	291	140	134	150	188
Blmh	382	389	365	304	367	274
Blnk	222	144	392	61	32	53
Bloc1s1	348	491	416	306	334	384
Bloc1s2	134	144	139	73	50	108
Bloc1s3	174	234	241	194	133	248
Bloc1s4	11	38	46	25	25	39
Bloc1s5	83	68	40	113	84	85
Bloc1s6	331	379	458	227	311	322
Blvra	88	57	99	68	52	67
Blvrb	43	48	86	40	63	50
Blzf1	339	432	381	317	299	499
Bmf	279	487	293	116	93	104
Bmi1	1448	1377	1359	1055	1027	1058
Bmp1	1304	1661	1437	590	267	449
Bmp10	0	0	0	0	0	0
Bmp15	11	17	16	13	19	23
Bmp2	75	20	83	33	38	38
Bmp2k	1738	1402	2246	947	624	1073
Bmp3	279	397	134	542	275	420
Bmp4	115	252	197	100	141	104
Bmp5	66	55	95	76	67	108
Bmp6	67	121	68	94	141	72
Bmp7	1752	1940	1240	1217	891	1212
Bmp8a	1	5	0	1	1	7
Bmp8b	32	34	38	125	30	28
Bmper	280	515	261	137	160	326
Bmpr1a	4356	5197	3800	3295	2928	3599
Bmpr1b	60	58	46	36	62	138
Bmpr2	14189	20322	13754	14251	14589	21170
Bms1	1096	1164	1224	939	788	903
Bmx	47	81	52	107	80	161
Bmyc	137	150	219	74	115	141
Bnc1	6	19	10	26	19	20
Bnc2	2737	4380	2079	2218	1254	2725
Bnip1	41	81	60	33	51	52
Bnip2	3410	3290	4132	2110	1969	2008
Bnip3	401	502	371	1177	1050	849
Bnip3l	2168	2401	2136	2202	2154	2394
Bnipl	16	66	11	10	2	30
Boc	93	247	100	133	130	145
Bod1	230	369	207	283	466	489
Bod1l	4050	5195	4634	3556	3390	4909
Bok	58	177	90	175	68	117
Bola1	31	14	45	18	44	21
Bola2	47	26	35	43	32	51
Bola3	41	41	45	72	120	32
Boll	0	0	2	0	0	0
Bop1	68	95	98	63	76	64
Bora	143	214	130	70	73	92
Bpgm	546	572	569	545	514	556
Bphl	114	80	94	72	162	113
Bpi	0	0	0	0	0	0
Bpifa1	0	0	0	0	4	0
Bpifa2	0	3	0	0	1	0
Bpifa3	0	0	0	0	0	0
Bpifa5	0	0	0	0	0	0
Bpifa6	0	0	0	0	0	0
Bpifb1	0	9	4	4	7	11
Bpifb2	0	0	0	0	0	0
Bpifb3	0	0	0	0	0	0
Bpifb4	2	0	1	0	0	0
Bpifb5	3	17	23	5	4	9
Bpifb6	0	0	0	0	0	0
Bpifb9a	7	2	4	3	0	1
Bpifb9b	5	0	6	7	2	13
Bpifc	0	28	4	0	0	1
Bpnt1	554	667	686	596	532	771
Bptf	5571	6656	5802	4380	3740	5118
Braf	3332	4224	3576	3537	3387	4902
Brap	507	805	559	744	727	1095
Brat1	132	121	153	124	119	192
Brca1	80	116	88	41	30	114
Brca2	336	412	293	228	230	245
Brcc3	755	829	901	732	860	1255
Brd1	1091	1414	1211	849	699	1078
Brd2	3237	3547	3711	2560	2284	3348
Brd3	693	827	891	531	616	705
Brd4	3522	4810	3985	3159	2327	4172
Brd7	606	672	765	554	543	554
Brd8	1411	1771	1570	1053	955	1534
Brd9	447	607	573	346	257	582
Brdt	153	126	160	113	157	154
Bre	325	420	264	306	211	314
Brf1	428	551	463	297	262	438
Brf2	42	16	33	23	15	22
Bri3	219	280	277	173	259	252
Bri3bp	516	412	622	440	423	458
Bricd5	0	0	0	0	0	0
Brinp1	19	38	20	23	52	139
Brinp2	1	30	12	76	71	145
Brinp3	6	12	0	2	7	15
Brip1	429	523	496	318	271	438
Brix1	213	337	189	170	239	188
Brk1	407	449	465	312	356	475
Brms1	94	73	79	72	40	78
Brms1l	715	928	681	710	766	996
Brox	972	1002	916	856	876	1166
Brpf1	465	636	498	367	345	361
Brpf3	552	680	584	465	357	423
Brs3	0	0	0	1	0	0
Brsk1	78	81	95	61	60	149
Brsk2	186	225	171	235	264	470
Brwd1	3215	3791	3391	2431	2134	3035
Brwd3	1584	1646	1825	1080	900	1224
Bscl2	225	257	229	409	393	328
Bsdc1	397	531	463	305	325	496
Bsg	1747	2090	2439	1948	2196	2139
Bsn	560	1563	759	2958	2938	7066
Bsnd	0	0	0	0	0	0
Bsph1	0	0	0	6	4	8
Bsph2	0	0	0	5	0	0
Bspry	2	12	22	2	1	15
Bst1	42	55	72	5	23	49
Bst2	155	208	102	35	24	49
Bsx	0	0	0	2	0	0
Btaf1	1447	1499	1836	1195	1164	1369
Btbd1	1118	1237	1215	1064	1220	1015
Btbd10	380	314	356	286	276	368
Btbd11	79	124	63	95	113	129
Btbd16	84	53	115	67	49	49
Btbd17	17	14	5	32	21	35
Btbd18	18	20	12	18	32	14
Btbd19	653	712	566	470	313	542
Btbd2	113	205	158	201	210	287
Btbd3	2194	3285	1936	2300	1720	2774
Btbd6	104	107	91	118	111	104
Btbd7	1197	1367	1225	968	672	1011
Btbd8	53	76	104	64	51	103
Btbd9	401	352	326	337	364	419
Btc	597	366	564	239	116	113
Btd	268	292	329	274	247	292
Btf3	315	443	393	316	240	343
Btf3l4	1449	1450	1320	1149	1235	1184
Btg1	1002	814	1148	623	398	537
Btg2	247	316	239	88	68	91
Btg3	0	0	0	0	0	0
Btg4	0	0	0	0	0	0
Btk	125	129	255	44	26	57
Btla	897	784	1717	131	55	138
Btn1a1	0	0	0	0	0	4
Btn2a2	0	0	0	0	0	13
Btnl1	2	11	4	8	0	4
Btnl10	2	35	0	2	0	7
Btnl2	3	1	14	1	1	5
Btnl4	0	2	0	0	0	0
Btnl5-ps	0	29	22	4	4	9
Btnl6	0	0	1	0	0	4
Btnl9	84	32	151	460	613	76
Btrc	337	518	380	342	428	675
Bub1	111	50	73	21	23	59
Bub1b	82	223	152	35	36	31
Bub3	655	783	746	548	615	841
Bud13	63	132	80	57	23	49
Bud31	131	98	93	96	126	153
Bves	12	116	26	34	135	145
Bysl	134	103	171	168	120	147
Bzrap1	5	2	24	14	9	35
Bzw1	1606	1488	1399	1248	1101	1475
Bzw2	411	287	280	198	194	202
C030006K11Rik	35	49	48	87	128	42
C030007H22Rik	0	0	0	0	0	0
C030013G03Rik	0	0	3	0	1	0
C030016D13Rik	41	44	61	53	53	27
C030018K13Rik	0	0	0	0	0	0
C030023E24Rik	32	98	10	51	107	205
C030029H02Rik	1	2	0	0	0	0
C030034I22Rik	65	61	74	20	17	72
C030034L19Rik	354	442	445	188	55	103
C030037D09Rik	23	7	31	58	41	22
C030039L03Rik	329	363	238	263	204	320
C030046E11Rik	1261	1442	1320	1251	1161	1047
C130021I20Rik	0	24	0	15	12	33
C130026I21Rik	71	69	228	10	3	4
C130026L21Rik	0	0	0	0	0	0
C130030K03Rik	65	70	40	32	46	56
C130036L24Rik	5	52	1	12	1	11
C130046K22Rik	118	211	164	231	235	324
C130050O18Rik	50	39	74	22	8	28
C130060C02Rik	36	27	46	34	27	26
C130060K24Rik	5	1	0	11	25	14
C130071C03Rik	17	7	52	34	29	66
C130074G19Rik	270	295	276	361	517	414
C130079G13Rik	0	0	0	0	0	0
C130080G10Rik	1	0	2	0	0	0
C130083M11Rik	110	106	105	134	149	126
C1d	211	176	186	212	196	231
C1galt1	767	560	641	369	387	421
C1galt1c1	431	668	663	425	440	570
C1qa	61	85	112	18	3	23
C1qb	1509	1326	2630	386	90	351
C1qbp	192	212	234	251	321	277
C1qc	1337	1148	2284	345	109	343
C1ql1	0	3	5	1	3	2
C1ql2	5	0	3	0	0	0
C1ql3	288	134	176	403	316	566
C1ql4	0	0	2	8	0	5
C1qtnf1	676	1197	729	596	302	480
C1qtnf2	28	13	44	11	11	12
C1qtnf3	47	35	63	4	20	10
C1qtnf4	0	0	0	0	0	1
C1qtnf5	0	0	0	0	0	0
C1qtnf6	153	189	229	45	25	37
C1qtnf7	120	384	196	53	54	81
C1qtnf9	38	72	54	88	131	51
C1ra	303	360	384	193	106	114
C1rb	0	0	4	0	0	0
C1rl	77	45	24	45	89	38
C1s1	2940	4691	2891	1596	1027	1358
C1s2	1	3	34	0	1	0
C2	253	444	292	118	107	155
C230004F18Rik	74	74	60	163	140	347
C230024C17Rik	4	1	22	2	4	3
C230029M16	5	5	4	15	1	0
C230035I16Rik	41	51	45	10	13	13
C230037L18Rik	31	42	14	34	62	42
C230052I12Rik	72	108	90	51	39	86
C230079O03Rik	0	0	0	0	0	0
C230091D08Rik	986	1120	954	984	961	1278
C2cd2	345	572	308	531	930	644
C2cd2l	109	194	162	170	170	293
C2cd3	684	900	666	609	515	624
C2cd4a	1	0	0	0	0	0
C2cd4b	0	0	1	0	0	0
C2cd4c	8	23	11	19	34	79
C2cd4d	16	20	3	14	5	22
C2cd5	843	1068	975	783	956	1715
C3	5569	2133	5678	9799	3608	1147
C330006A16Rik	707	892	789	813	743	853
C330007P06Rik	1099	1309	1251	1207	1008	1209
C330011F03Rik	0	0	7	0	1	6
C330013E15Rik	7	16	3	9	8	8
C330013F16Rik	0	0	0	0	0	0
C330018D20Rik	127	166	140	143	164	155
C330021F23Rik	12	1	1	0	6	3
C330022C24Rik	0	0	1	0	0	0
C330024C12Rik	5	12	3	0	3	6
C330024D21Rik	90	113	101	77	91	97
C330027C09Rik	106	107	66	34	52	55
C330046G13Rik	0	0	0	0	0	0
C3ar1	2454	1395	3535	388	193	381
C430002E04Rik	3	6	3	8	1	1
C430002N11Rik	10	3	7	3	5	6
C430049B03Rik	28	20	20	10	30	10
C4a	14	18	16	4	7	17
C4b	3886	4875	6609	1642	956	1480
C4bp	5	0	0	1	4	9
C4bp-ps1	0	9	0	6	14	5
C530005A16Rik	48	54	98	95	61	64
C530008M17Rik	142	175	162	261	349	547
C530044C16Rik	0	5	0	6	4	14
C5ar1	260	269	288	89	42	105
C5ar2	359	306	477	74	35	86
C6	144	33	141	101	123	181
C630028M04Rik	0	0	0	0	0	0
C630031E19Rik	20	18	12	41	22	136
C630043F03Rik	79	93	77	63	66	77
C7	147	563	191	44	204	134
C730002L08Rik	5	21	11	7	4	11
C730027H18Rik	0	12	0	0	0	0
C730036E19Rik	3	18	1	4	4	0
C77080	375	726	390	723	783	1508
C77370	21	16	6	21	56	103
C78339	111	130	125	73	87	153
C86187	18	26	0	7	17	10
C86695	0	0	0	0	0	0
C87198	0	0	0	0	0	0
C87414	0	0	0	0	0	0
C87436	139	113	123	80	112	107
C87499	0	1	0	0	0	4
C87977	0	0	0	0	0	0
C8a	2	0	2	2	0	0
C8b	0	0	0	0	0	0
C8g	22	1	2	5	25	35
C9	0	0	0	0	0	0
C920006O11Rik	78	111	22	39	56	49
C920009B18Rik	358	146	751	44	26	52
C920021L13Rik	116	128	104	77	53	65
C920025E04Rik	5	11	30	5	2	18
Caap1	124	98	97	57	64	90
Cab39	1302	1404	1200	1388	1333	1955
Cab39l	729	1184	655	1134	1060	1367
Cabin1	568	816	850	505	453	762
Cables1	53	102	97	97	116	89
Cables2	351	465	329	317	363	560
Cabp1	3	25	15	43	52	63
Cabp2	0	0	0	0	0	0
Cabp4	38	23	47	8	14	18
Cabp5	0	0	2	2	4	1
Cabp7	0	0	0	4	6	12
Cabs1	0	0	0	0	0	0
Cabyr	102	95	79	108	99	111
Cacfd1	579	730	599	462	502	627
Cachd1	426	662	479	610	372	745
Cacna1a	506	391	455	538	628	1248
Cacna1b	914	1345	632	2286	2172	6124
Cacna1c	931	1424	752	1349	1339	2253
Cacna1d	205	134	226	101	97	190
Cacna1e	260	328	300	303	287	558
Cacna1f	18	0	15	19	20	11
Cacna1g	35	85	55	81	64	61
Cacna1h	162	271	151	150	162	492
Cacna1i	1	28	6	39	36	41
Cacna1s	28	472	12	13	1067	18
Cacna2d1	1504	2632	880	1461	2575	2762
Cacna2d2	59	231	62	499	585	715
Cacna2d3	25	37	16	76	110	228
Cacna2d4	15	11	40	88	13	22
Cacnb1	76	213	102	130	246	221
Cacnb2	99	64	79	69	47	98
Cacnb3	248	542	347	717	666	1688
Cacnb4	339	954	340	1289	1487	3329
Cacng1	5	59	0	0	133	2
Cacng2	6	16	7	45	58	93
Cacng3	4	6	0	2	2	17
Cacng4	0	1	3	0	0	6
Cacng5	13	35	24	46	120	192
Cacng6	3	1	0	0	9	0
Cacng7	36	122	34	163	203	356
Cacng8	2	0	0	0	1	0
Cactin	34	54	79	63	34	31
Cacul1	1503	1523	1513	1245	1274	1601
Cacybp	256	339	380	403	457	550
Cad	191	272	259	201	194	248
Cadm1	4004	2751	3254	2689	2170	4440
Cadm2	4210	4378	3234	4004	2567	3824
Cadm3	4189	5145	4531	9166	8564	16520
Cadm4	986	774	1098	667	475	658
Cadps	655	1870	611	2696	3471	7173
Cadps2	85	117	63	288	245	546
Cage1	20	33	7	31	41	32
Calb1	20	21	2	42	65	231
Calb2	3	0	0	3	6	12
Calca	629	1739	534	2143	2151	4937
Calcb	42	81	6	173	192	514
Calcoco1	1142	2060	1236	1141	1093	1166
Calcoco2	9	15	6	8	6	28
Calcr	1	18	0	0	3	0
Calcrl	2248	1645	1446	634	731	699
Cald1	16332	18681	15347	7449	4571	6503
Calhm1	0	0	0	0	0	0
Calhm2	312	425	575	202	124	137
Calm1	8514	12779	9696	15895	19618	34220
Calm2	7495	9052	7984	9746	10375	19730
Calm3	970	1579	1246	1399	1597	2692
Calm4	0	0	0	0	0	0
Calm5	0	0	0	0	0	0
Calml3	0	5	1	12	0	10
Calml4	25	30	26	22	30	48
Caln1	8	10	15	22	16	9
Calr	2566	2645	3981	1966	1190	1723
Calr3	18	31	10	20	25	38
Calr4	33	23	30	43	75	110
Calu	6008	6173	6583	2931	2419	2655
Caly	0	0	3	11	1	0
Camk1	188	179	203	95	70	80
Camk1d	2329	1391	2689	865	872	1647
Camk1g	38	59	34	80	72	208
Camk2a	281	1789	209	1451	3711	4091
Camk2b	107	195	199	161	287	304
Camk2d	2027	2363	1789	1999	1899	3399
Camk2g	903	1320	971	1210	1625	2657
Camk2n1	793	1354	771	1078	1033	1300
Camk2n2	28	39	45	61	87	177
Camk4	858	1311	857	890	864	1655
Camkk1	75	39	31	31	60	46
Camkk2	146	189	163	160	116	182
Camkmt	93	116	83	59	90	182
Camkv	0	5	3	2	0	12
Caml	182	185	120	98	108	133
Camp	1	47	1	3	0	22
Camsap1	894	1240	1025	910	1017	1547
Camsap2	3728	4592	3663	4500	4312	6400
Camsap3	26	41	27	88	121	184
Camta1	969	1937	730	2589	3073	6351
Camta2	627	827	768	592	590	883
Cand1	1582	1446	1414	1715	1611	2820
Cand2	338	409	360	297	544	409
Cant1	181	192	280	142	119	174
Canx	5834	5842	6977	5044	4887	6203
Cap1	1628	1544	1998	1304	1164	1783
Cap2	191	1251	230	220	1340	335
Capg	389	558	445	257	178	283
Capn1	221	456	340	232	241	402
Capn10	40	99	59	78	45	124
Capn11	5	0	0	0	0	7
Capn12	6	9	2	2	7	14
Capn13	0	0	0	0	0	0
Capn15	125	149	155	149	98	165
Capn2	3293	4926	3789	3582	3230	4616
Capn3	86	140	148	33	167	13
Capn5	1249	1322	1161	1446	1430	2631
Capn6	324	223	309	258	152	179
Capn7	1616	1521	1853	1461	1354	1887
Capn8	0	0	0	0	0	1
Capn9	0	6	0	11	5	28
Capns1	6753	7959	7537	6903	6837	9839
Capns2	29	22	34	8	3	6
Caprin1	5072	5767	6243	5043	4760	6040
Caprin2	232	169	164	185	149	281
Caps2	2	0	1	5	0	1
Capsl	0	1	2	0	8	14
Capza1	2005	1977	2853	1510	1359	1767
Capza2	1781	1896	2110	1299	1532	1903
Capza3	0	0	0	0	0	0
Capzb	1598	1946	1966	1459	1510	1909
Car1	2	21	3	0	1	16
Car10	180	605	148	884	1035	2760
Car11	267	442	222	251	221	428
Car12	226	23	73	89	37	95
Car13	451	328	528	523	486	452
Car14	10	26	5	39	66	18
Car15	44	141	57	49	23	49
Car2	102	386	88	358	461	604
Car3	4873	1194	5188	16798	11381	2180
Car4	66	20	101	162	92	21
Car5a	329	359	350	275	210	311
Car5b	790	702	911	1770	840	658
Car6	0	8	0	0	9	0
Car7	4	8	4	9	23	30
Car8	80	88	30	117	179	192
Car9	43	54	44	37	19	11
Card10	86	132	148	112	110	150
Card11	249	111	599	20	7	74
Card14	13	61	59	16	17	13
Card6	483	723	860	256	216	244
Card9	40	34	66	11	7	17
Carf	506	428	561	418	400	546
Carhsp1	228	574	372	382	436	403
Carkd	158	162	159	134	96	110
Carm1	436	638	552	471	378	534
Carns1	313	312	250	382	456	563
Cars	150	248	109	132	93	137
Cars2	98	158	124	89	61	120
Cartpt	1	8	4	12	11	16
Casc1	29	12	12	16	19	11
Casc3	677	899	792	526	539	728
Casc4	4309	5105	4029	3650	3057	4915
Casc5	168	282	208	59	28	71
Casd1	1180	1307	1320	861	878	1190
Cask	2173	2604	2458	1557	1468	2493
Caskin1	168	351	143	535	575	1254
Caskin2	240	208	244	363	375	493
Casp1	704	798	745	219	125	238
Casp12	739	823	713	454	317	453
Casp14	0	0	0	0	0	0
Casp2	351	418	430	181	194	275
Casp3	130	290	127	87	59	107
Casp4	994	905	1312	486	353	528
Casp6	126	72	92	39	40	29
Casp7	140	128	213	69	78	91
Casp8	1055	883	1390	473	272	303
Casp8ap2	1469	1410	1493	1082	1044	1271
Casp9	292	284	322	236	166	369
Casq1	97	634	33	52	1968	108
Casq2	899	490	672	270	131	213
Casr	9	33	4	15	67	33
Cass4	69	61	49	26	6	18
Cast	1839	1972	1957	1486	1441	2192
Casz1	239	441	234	704	967	1622
Cat	7170	5916	6169	18106	12669	8984
Catip	83	37	75	25	13	20
Catsper1	0	0	0	0	0	7
Catsper2	84	159	87	111	87	160
Catsper3	19	9	6	5	10	11
Catsper4	0	5	0	0	6	0
Catsperb	0	0	0	1	4	6
Catsperd	1	18	11	0	2	3
Catsperg1	70	74	72	32	84	70
Catsperg2	0	4	0	1	1	3
Cav1	2394	3523	1734	3438	4115	2809
Cav2	579	726	538	1039	1068	1047
Cav3	0	5	3	0	7	0
Cbfa2t2	726	848	781	577	536	723
Cbfa2t3	744	518	1016	227	248	178
Cbfb	2744	3191	2940	2453	2610	3847
Cbl	3718	4108	4099	2170	1757	2780
Cblb	2739	5083	2710	1662	1689	2328
Cblc	2	0	0	7	0	6
Cbll1	916	933	749	643	648	767
Cbln1	0	12	0	13	14	18
Cbln2	5	47	11	57	70	104
Cbln3	229	296	219	171	162	238
Cbln4	0	0	0	3	2	0
Cbr1	168	172	164	173	206	220
Cbr2	120	71	169	147	102	62
Cbr3	23	53	21	20	7	29
Cbr4	211	243	232	227	323	217
Cbs	4	23	0	3	4	1
Cbwd1	150	208	145	160	134	164
Cbx1	241	283	282	166	247	186
Cbx2	44	95	53	51	61	68
Cbx3	1706	1919	1661	1286	1281	1579
Cbx4	238	172	262	211	226	230
Cbx5	5832	6772	6481	4641	3864	5530
Cbx6	411	363	405	392	283	575
Cbx7	432	596	335	548	431	748
Cbx8	20	11	20	20	8	30
Cby1	60	62	51	50	50	53
Cc2d1a	141	154	161	106	87	162
Cc2d1b	246	353	275	278	310	411
Cc2d2a	976	1203	875	588	527	800
Ccar1	2419	2946	2274	1811	1412	2000
Ccar2	262	249	285	144	173	242
Ccbe1	64	76	37	43	56	65
Ccbl1	69	65	56	56	81	102
Ccbl2	143	192	85	137	194	75
Ccdc101	274	309	185	308	285	386
Ccdc102a	93	142	134	72	63	115
Ccdc103	9	11	5	5	3	5
Ccdc104	912	895	1013	711	740	1117
Ccdc105	0	5	3	21	6	10
Ccdc106	2	8	10	11	12	17
Ccdc107	31	65	72	36	50	41
Ccdc108	0	0	0	4	3	1
Ccdc109b	50	45	31	5	17	40
Ccdc11	15	13	4	29	15	7
Ccdc110	0	2	0	0	0	0
Ccdc112	182	103	144	85	97	258
Ccdc113	0	0	4	0	1	3
Ccdc114	57	44	39	37	23	29
Ccdc115	169	226	205	110	176	202
Ccdc116	18	6	28	10	4	15
Ccdc117	365	425	481	319	356	265
Ccdc12	65	106	169	70	56	61
Ccdc120	50	46	49	48	45	57
Ccdc121	2	11	0	9	5	0
Ccdc122	74	49	43	12	24	54
Ccdc124	23	51	62	36	37	108
Ccdc125	99	66	83	61	68	71
Ccdc126	42	70	43	61	69	81
Ccdc127	715	1043	704	795	767	1079
Ccdc129	10	0	2	0	0	0
Ccdc13	5	12	33	22	31	52
Ccdc130	98	87	97	49	109	69
Ccdc132	920	893	837	696	765	1070
Ccdc134	54	98	118	77	48	64
Ccdc135	0	0	0	0	0	0
Ccdc136	184	238	132	248	292	535
Ccdc137	269	239	215	249	192	278
Ccdc138	86	157	114	123	102	145
Ccdc14	127	73	87	47	122	69
Ccdc141	353	445	288	819	776	1672
Ccdc142	19	57	39	14	18	32
Ccdc144b	5	0	2	6	12	0
Ccdc146	30	24	48	26	27	31
Ccdc147	0	0	0	2	1	1
Ccdc148	46	59	45	54	91	80
Ccdc149	60	62	91	84	103	181
Ccdc15	186	159	182	171	122	216
Ccdc150	8	10	8	1	21	25
Ccdc151	1	0	0	13	6	6
Ccdc152	135	171	85	96	92	77
Ccdc153	0	0	0	0	0	5
Ccdc154	2	8	0	0	0	0
Ccdc155	0	0	0	0	2	0
Ccdc157	435	457	406	369	301	394
Ccdc158	6	1	10	0	10	7
Ccdc159	41	36	31	34	46	70
Ccdc160	13	9	13	20	18	43
Ccdc162	90	58	32	41	69	57
Ccdc163	250	198	188	114	154	193
Ccdc166	54	108	95	81	34	87
Ccdc167	677	929	797	627	615	893
Ccdc169	14	16	9	14	0	9
Ccdc17	63	42	57	44	39	51
Ccdc170	61	142	43	27	62	36
Ccdc171	394	362	289	267	212	402
Ccdc172	13	63	22	81	109	233
Ccdc173	81	81	87	49	57	114
Ccdc174	383	393	331	279	205	322
Ccdc175	26	2	11	12	0	1
Ccdc176	84	94	56	66	116	73
Ccdc177	5	5	1	7	3	11
Ccdc178	0	15	0	0	0	0
Ccdc18	31	86	50	48	43	34
Ccdc181	170	212	166	188	232	285
Ccdc183	8	15	8	8	8	0
Ccdc184	29	0	3	14	94	121
Ccdc185	0	0	0	0	0	0
Ccdc19	26	30	8	3	1	1
